# TELEGRAM SCANNER CALLS LOG — LAST 3 MONTHS (MAY 14, 2026 - AUG 14, 2026)
# Total Records: 205
# Format: Enriched Tabular Text / Markdown & JSON Copy-Paste Ready

| Signal ID | Timestamp (UTC) | Call Action | Symbol | Direction | Pattern | AI Score | Entry | SL | TP | Call Summary |
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-27126",
    "timestamp": "2026-08-07T00:07:40.586453+00:00",
    "call_action": "CALL: LONG ETH/USD",
    "symbol": "ETH/USD",
    "direction": "LONG",
    "pattern": "Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "LONG alert on ETH/USD via Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 1902.25. Hurst: 0.262 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-27099",
    "timestamp": "2026-08-06T22:28:37.420946+00:00",
    "call_action": "CALL: LONG ETH/USD",
    "symbol": "ETH/USD",
    "direction": "LONG",
    "pattern": "Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "LONG alert on ETH/USD via Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 1902.25. Hurst: 0.291 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-27097",
    "timestamp": "2026-08-06T22:25:34.281108+00:00",
    "call_action": "CALL: LONG ETH/USD",
    "symbol": "ETH/USD",
    "direction": "LONG",
    "pattern": "Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "LONG alert on ETH/USD via Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 1902.25. Hurst: 0.291 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-27089",
    "timestamp": "2026-08-06T22:04:16.456586+00:00",
    "call_action": "CALL: LONG BTC/USD",
    "symbol": "BTC/USD",
    "direction": "LONG",
    "pattern": "Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "LONG alert on BTC/USD via Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 64383.41. Hurst: 0.213 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-27087",
    "timestamp": "2026-08-06T22:01:13.214474+00:00",
    "call_action": "CALL: LONG BTC/USD",
    "symbol": "BTC/USD",
    "direction": "LONG",
    "pattern": "Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "LONG alert on BTC/USD via Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 64383.41. Hurst: 0.213 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-27085",
    "timestamp": "2026-08-06T21:55:07.831959+00:00",
    "call_action": "CALL: LONG BTC/USD",
    "symbol": "BTC/USD",
    "direction": "LONG",
    "pattern": "Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "LONG alert on BTC/USD via Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 64383.41. Hurst: 0.221 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-27073",
    "timestamp": "2026-08-06T21:05:09.438127+00:00",
    "call_action": "CALL: LONG BTC/USD",
    "symbol": "BTC/USD",
    "direction": "LONG",
    "pattern": "Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "LONG alert on BTC/USD via Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 64383.41. Hurst: 0.221 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-27071",
    "timestamp": "2026-08-06T21:02:06.247909+00:00",
    "call_action": "CALL: LONG BTC/USD",
    "symbol": "BTC/USD",
    "direction": "LONG",
    "pattern": "Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "LONG alert on BTC/USD via Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 64383.41. Hurst: 0.220 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-27038",
    "timestamp": "2026-08-06T19:14:24.780298+00:00",
    "call_action": "CALL: LONG BTC/USD",
    "symbol": "BTC/USD",
    "direction": "LONG",
    "pattern": "Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "LONG alert on BTC/USD via Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 64383.41. Hurst: 0.239 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-27036",
    "timestamp": "2026-08-06T19:11:21.377956+00:00",
    "call_action": "CALL: LONG BTC/USD",
    "symbol": "BTC/USD",
    "direction": "LONG",
    "pattern": "Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "LONG alert on BTC/USD via Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 64383.41. Hurst: 0.239 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-26963",
    "timestamp": "2026-08-06T14:37:09.875122+00:00",
    "call_action": "CALL: LONG BTC/USD",
    "symbol": "BTC/USD",
    "direction": "LONG",
    "pattern": "Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "LONG alert on BTC/USD via Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION) (AI Score: 9.0/10, Session: NY_OPEN, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 64383.41. Hurst: 0.269 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "NY_OPEN",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-26954",
    "timestamp": "2026-08-06T14:09:48.368726+00:00",
    "call_action": "CALL: LONG BTC/USD",
    "symbol": "BTC/USD",
    "direction": "LONG",
    "pattern": "Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "LONG alert on BTC/USD via Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION) (AI Score: 9.0/10, Session: NY_OPEN, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 64383.41. Hurst: 0.271 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "NY_OPEN",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-26952",
    "timestamp": "2026-08-06T14:06:45.189467+00:00",
    "call_action": "CALL: LONG BTC/USD",
    "symbol": "BTC/USD",
    "direction": "LONG",
    "pattern": "Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "LONG alert on BTC/USD via Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION) (AI Score: 9.0/10, Session: NY_OPEN, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 64383.41. Hurst: 0.270 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "NY_OPEN",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-26538",
    "timestamp": "2026-08-05T11:53:22.794112+00:00",
    "call_action": "CALL: LONG ETH/USD",
    "symbol": "ETH/USD",
    "direction": "LONG",
    "pattern": "Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "LONG alert on ETH/USD via Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 1864.96. Hurst: 0.096 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SIG-20260805-075645-BTCUSD-L-6D7F3C",
    "timestamp": "2026-08-05T07:56:45.320415",
    "call_action": "SIGNAL: LONG BTC/USD",
    "symbol": "BTC/USD",
    "direction": "LONG",
    "pattern": "Trend Expansion (15m FVG_BULLISH)",
    "ai_score": 8.1,
    "entry_price": 64021.22,
    "stop_loss": 63954.66714285714,
    "take_profit": 64254.155000000006,
    "call_summary": "LONG call on BTC/USD via Trend Expansion (15m FVG_BULLISH) (AI Score: 8.1/10). Entry: 64021.22, SL: 63954.66714285714, TP: 64254.155000000006",
    "ai_reasoning": "Signed trade signal executed by Sovereign Engine with RSA key signature.",
    "shadow_regime": "Unknown",
    "outcome": "PENDING",
    "trade_id": null,
    "payload_hash": "63979189b87d8884b2eab11157542684acf70197c1e8a797f206a4d1ca4b694f",
    "signature": "66612832b0063c6f53ad809f56a59bbec375c17acca5f84b02ac8fc1c7ad79ce9da6204576d8ee73173d7bebdc87fdaab45b65843ffdc1a1ff752f3fcf045a99ea3df10152d90a1b8d6153d54a581c6aaad1e56eb7cc6472bb0064160e98528fb698713d43bb76d1a8a4b0a90cd6d4282cca8763d342b0f3ea5837eebd436b3bc31aa21de2783ace73932c65b24583cf2ae944f4be95fdbaff124b67738b5062a266be75187ca7e912a7fb25613f566442e7bc23ea1bbc54b56a9dfe111c06bf79ef00a1b31a71593fa008465eb3ec0ddd324b4685dcf0cdd012ce06c5274dbb925c823299865aabf67264d9adc558220122503675290f188c6ce03c6a2810bb",
    "type": "CRYPTOGRAPHICALLY_SIGNED_ALERT"
  },
  {
    "signal_id": "SCAN-ID-26466",
    "timestamp": "2026-08-05T07:15:52.997389+00:00",
    "call_action": "CALL: LONG ETH/USD",
    "symbol": "ETH/USD",
    "direction": "LONG",
    "pattern": "Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "LONG alert on ETH/USD via Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION) (AI Score: 9.0/10, Session: LONDON_OPEN, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 1864.96. Hurst: 0.138 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "LONDON_OPEN",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-26450",
    "timestamp": "2026-08-05T03:48:14.514445+00:00",
    "call_action": "CALL: LONG ETH/USD",
    "symbol": "ETH/USD",
    "direction": "LONG",
    "pattern": "Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "LONG alert on ETH/USD via Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 1864.96. Hurst: 0.170 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-26422",
    "timestamp": "2026-08-05T00:48:21.744702+00:00",
    "call_action": "CALL: LONG ETH/USD",
    "symbol": "ETH/USD",
    "direction": "LONG",
    "pattern": "Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "LONG alert on ETH/USD via Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 1864.96. Hurst: 0.171 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-26420",
    "timestamp": "2026-08-05T00:45:18.632469+00:00",
    "call_action": "CALL: LONG ETH/USD",
    "symbol": "ETH/USD",
    "direction": "LONG",
    "pattern": "Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "LONG alert on ETH/USD via Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 1864.96. Hurst: 0.172 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-26415",
    "timestamp": "2026-08-05T00:30:07.970311+00:00",
    "call_action": "CALL: LONG ETH/USD",
    "symbol": "ETH/USD",
    "direction": "LONG",
    "pattern": "Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "LONG alert on ETH/USD via Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 1864.96. Hurst: 0.172 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-26413",
    "timestamp": "2026-08-05T00:27:05.041275+00:00",
    "call_action": "CALL: LONG ETH/USD",
    "symbol": "ETH/USD",
    "direction": "LONG",
    "pattern": "Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "LONG alert on ETH/USD via Bayesian Pivot Turtle Soup LONG (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 1864.96. Hurst: 0.172 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-26227",
    "timestamp": "2026-08-04T04:52:53.218370+00:00",
    "call_action": "CALL: SHORT ETH/USD",
    "symbol": "ETH/USD",
    "direction": "SHORT",
    "pattern": "Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "SHORT alert on ETH/USD via Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION) (AI Score: 9.0/10, Session: ASIAN_FADE, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 1872.35. Hurst: 0.242 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "ASIAN_FADE",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-26138",
    "timestamp": "2026-08-03T20:28:06.512821+00:00",
    "call_action": "CALL: SHORT ETH/USD",
    "symbol": "ETH/USD",
    "direction": "SHORT",
    "pattern": "Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "SHORT alert on ETH/USD via Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 1872.35. Hurst: 0.316 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-26121",
    "timestamp": "2026-08-03T19:33:30.110765+00:00",
    "call_action": "CALL: SHORT ETH/USD",
    "symbol": "ETH/USD",
    "direction": "SHORT",
    "pattern": "Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "SHORT alert on ETH/USD via Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 1872.35. Hurst: 0.313 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-26119",
    "timestamp": "2026-08-03T19:30:26.630365+00:00",
    "call_action": "CALL: SHORT ETH/USD",
    "symbol": "ETH/USD",
    "direction": "SHORT",
    "pattern": "Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "SHORT alert on ETH/USD via Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 1872.35. Hurst: 0.313 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-26060",
    "timestamp": "2026-08-03T15:53:59.421763+00:00",
    "call_action": "CALL: SHORT BTC/USD",
    "symbol": "BTC/USD",
    "direction": "SHORT",
    "pattern": "Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "SHORT alert on BTC/USD via Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 63730.49. Hurst: 0.390 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-26053",
    "timestamp": "2026-08-03T15:29:40.406966+00:00",
    "call_action": "CALL: SHORT BTC/USD",
    "symbol": "BTC/USD",
    "direction": "SHORT",
    "pattern": "Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "SHORT alert on BTC/USD via Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 63730.49. Hurst: 0.392 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
